"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.704011096E1,-2.950098637E0,-6.716141719E0,-1.791441280E0
1.705006696E1,-2.887672008E0,-6.712426983E0,-1.618533997E0
1.706002296E1,-2.827581342E0,-6.597896401E0,-1.505519451E0
1.706997896E1,-2.858297351E0,-6.384927943E0,-1.405493326E0
1.707993496E1,-2.936845338E0,-6.118972017E0,-1.329624095E0
1.708989096E1,-2.903901540E0,-5.871807287E0,-1.231207269E0
1.709984696E1,-2.719184489E0,-5.673436403E0,-1.191105457E0
1.710980296E1,-2.426462933E0,-5.511089630E0,-1.300809747E0
1.711975796E1,-2.016747363E0,-5.362085034E0,-1.453798052E0
1.712971396E1,-1.579753947E0,-5.213816602E0,-1.660882456E0
1.713966996E1,-1.073379809E0,-4.990267022E0,-2.091098365E0
1.714962596E1,-5.122558522E-1,-4.739607997E0,-2.526944996E0
1.715958196E1,-2.030124038E-1,-4.537001975E0,-2.820200987E0
1.716953796E1,-1.052919817E-1,-4.385319938E0,-2.914576802E0
1.717949396E1,-9.992072940E-2,-4.200893786E0,-2.536059343E0
1.718944996E1,-4.532176852E-2,-3.993645952E0,-1.777017953E0
1.719940596E1,8.478872001E-2,-3.768208014E0,-1.018256353E0
1.720936196E1,3.445284712E-1,-3.538229421E0,-3.138387752E-1
1.721931796E1,5.988057536E-1,-3.258936288E0,1.819144803E-1
1.722927396E1,8.840785414E-1,-3.036711396E0,2.979483819E-1
1.723922996E1,1.104355434E0,-2.909992000E0,-1.345134419E-1
1.724918596E1,1.236556302E0,-2.831248424E0,-9.266509491E-1
1.725914196E1,1.341954119E0,-2.866195770E0,-1.615081655E0
1.726909696E1,1.429200423E0,-2.929691562E0,-2.076041200E0
1.727905296E1,1.387662973E0,-2.980090760E0,-2.435076467E0
1.728900896E1,1.246122347E0,-3.004361967E0,-2.685409802E0
1.729896496E1,1.182421610E0,-3.001162371E0,-2.811552955E0
1.730892096E1,1.251561427E0,-3.072290826E0,-2.911940877E0
1.731887696E1,1.335295894E0,-3.002444081E0,-2.659120136E0
1.732883296E1,1.273140576E0,-2.712038022E0,-2.311444693E0
1.733878896E1,1.010584806E0,-2.366956697E0,-1.874685166E0
1.734874496E1,6.117690307E-1,-2.109241252E0,-1.435800176E0
1.735870096E1,1.803696460E-1,-1.779224693E0,-9.873321837E-1
1.736865696E1,-2.662886328E-1,-1.377627981E0,-4.662177267E-1
1.737861296E1,-6.761866361E-1,-1.048048794E0,-1.244696796E-2
1.738856896E1,-1.049781616E0,-8.051648113E-1,2.484832764E-1
1.739852496E1,-1.348152752E0,-6.380066568E-1,4.284576505E-1
1.740847996E1,-1.640528153E0,-4.544428231E-1,5.787965085E-1
1.741843596E1,-1.865258285E0,-3.485228504E-1,6.218373513E-1
1.742839196E1,-2.058581852E0,-2.066123883E-1,5.838346157E-1
1.743834796E1,-2.258520375E0,3.080927163E-2,4.630854829E-1
1.744830396E1,-2.309413370E0,2.564964469E-1,2.512021951E-1
1.745825996E1,-2.105107563E0,4.663557941E-1,6.680030923E-2
1.746821596E1,-1.961395281E0,6.896732390E-1,-6.653546691E-2
1.747817196E1,-1.933501723E0,7.979762444E-1,-1.786488287E-1
1.748812796E1,-1.942178407E0,7.067281052E-1,-2.587615120E-1
1.749808396E1,-1.903220748E0,5.819064233E-1,-3.051305169E-1
1.750803996E1,-1.743378922E0,4.970150846E-1,-2.769878680E-1
1.751799596E1,-1.448843560E0,4.222689575E-1,-2.507870793E-1
1.752795196E1,-1.049066502E0,3.842468530E-1,-2.535142207E-1
1.753790796E1,-6.773701125E-1,4.133279800E-1,-2.520547374E-1
1.754786296E1,-2.303276718E-1,5.285029256E-1,-2.263387195E-1
1.755781896E1,1.541758740E-1,6.311651221E-1,-7.574132323E-2
1.756777496E1,6.095634609E-1,5.969662195E-1,1.963085711E-1
1.757773096E1,9.740391237E-1,7.600570509E-1,4.659927185E-1
1.758768696E1,1.389721193E0,1.006500818E0,7.548603380E-1
1.759764296E1,1.804548399E0,1.180121608E0,1.129727745E0
1.760759896E1,2.166587527E0,1.227275894E0,1.460923322E0
1.761755496E1,2.555505720E0,1.252128315E0,1.769744017E0
1.762751096E1,3.024012120E0,1.300083377E0,2.129176895E0
1.763746696E1,3.432023812E0,1.403020100E0,2.592875276E0
1.764742296E1,3.930214772E0,1.599732714E0,3.049170935E0
1.765737896E1,4.493753629E0,2.029103115E0,3.436365370E0
1.766733496E1,5.201988854E0,2.640367531E0,3.726615307E0
1.767729096E1,6.022012902E0,3.377180437E0,3.833788923E0
1.768724596E1,6.738662855E0,4.032476726E0,3.707490234E0
1.769720196E1,7.417386013E0,4.328906586E0,3.487979912E0
1.770715796E1,8.026647173E0,4.275016308E0,3.406327053E0
1.771711396E1,8.126553869E0,4.259338169E0,3.556889348E0
1.772706996E1,7.778224708E0,4.397192125E0,3.936863641E0
1.773702596E1,7.307018064E0,4.517271130E0,4.467426248E0
1.774698196E1,6.903389445E0,4.619779837E0,5.023366356E0
1.775693796E1,6.613852867E0,4.752329784E0,5.509066494E0
1.776689396E1,6.406609418E0,4.870487394E0,5.817709433E0
1.777684996E1,6.261673315E0,4.920267665E0,6.077060344E0
1.778680596E1,6.235191860E0,4.814951710E0,6.179529290E0
1.779676196E1,6.254639114E0,4.533922246E0,6.101867741E0
1.780671796E1,6.395785053E0,4.028362625E0,6.018880548E0
1.781667396E1,6.443432844E0,3.479094483E0,5.904470419E0
1.782662896E1,6.462165568E0,3.161516998E0,5.454467533E0
1.783658496E1,6.570115110E0,2.939132184E0,4.787288532E0
1.784654096E1,6.763621110E0,2.713567654E0,4.176811152E0
1.785649696E1,6.679447517E0,2.532815015E0,3.674288574E0
1.786645208E1,6.259194680E0,2.245173520E0,3.322599603E0
1.787640808E1,5.705465112E0,1.796928892E0,3.136399698E0
1.788636408E1,5.081794074E0,1.172232837E0,3.126451246E0
1.789632008E1,4.337128356E0,5.711694735E-1,3.143868932E0
1.790627608E1,3.583598844E0,1.491852754E-1,3.093493999E0
1.791623208E1,3.093929032E0,-1.680378681E-1,3.036901138E0
1.792618808E1,2.979203737E0,-3.675834578E-1,2.934899969E0
1.793614408E1,3.343470654E0,-3.374129945E-1,2.701186759E0
1.794610008E1,4.065936833E0,-1.857552239E-1,2.319664124E0
1.795605608E1,4.491218276E0,1.657021978E-1,1.953299811E0
1.796601108E1,4.449055173E0,3.870365596E-1,1.533523521E0
1.797596708E1,4.043855408E0,1.746595475E-1,1.392592760E0
1.798592308E1,3.289555233E0,-3.067890796E-1,1.555625997E0
1.799587908E1,2.351789896E0,-9.015889058E-1,1.859930302E0
1.800583508E1,1.479153771E0,-1.483987080E0,2.192592434E0
1.801579108E1,7.669909716E-1,-2.123229838E0,2.509285820E0
1.802574708E1,2.140519470E-1,-2.646756783E0,2.692542236E0
1.803570308E1,-7.237157285E-2,-3.113712209E0,2.641243443E0
1.804565908E1,-1.510686636E-1,-3.595107334E0,2.293727630E0
1.805561508E1,-2.039117056E-1,-3.862154936E0,1.724708762E0
1.806557108E1,-3.219933021E-1,-4.000820193E0,1.055943997E0
1.807552708E1,-3.927615684E-1,-4.192504786E0,4.927214376E-1
1.808548308E1,-4.486048168E-1,-4.403238730E0,6.109755635E-3
1.809543908E1,-5.886777914E-1,-4.566823944E0,-3.940644012E-1
1.810539408E1,-7.409363633E-1,-4.827137892E0,-6.708984873E-1
1.811535008E1,-8.887674236E-1,-5.287254707E0,-8.053364271E-1
1.812530608E1,-1.105929505E0,-5.742756899E0,-8.329774580E-1
1.813526208E1,-1.300827143E0,-6.153381711E0,-8.127091813E-1
1.814521808E1,-1.497332765E0,-6.513594169E0,-8.708854687E-1
1.815517408E1,-1.760668554E0,-6.732432062E0,-1.108611622E0
1.816513008E1,-1.948039656E0,-6.911783708E0,-1.331830834E0
1.817508608E1,-2.082772953E0,-7.118618436E0,-1.490217873E0
1.818504208E1,-2.217544257E0,-7.322060026E0,-1.691101305E0
1.819499808E1,-2.420812769E0,-7.521538373E0,-1.860154250E0
1.820495408E1,-2.668122509E0,-7.763852252E0,-1.973063400E0
1.821491008E1,-2.918252946E0,-7.980385172E0,-1.990499212E0
1.822486608E1,-3.221175554E0,-8.101804944E0,-1.973690806E0
1.823482108E1,-3.487784030E0,-8.123046709E0,-1.982483410E0
1.824477708E1,-3.643085493E0,-8.030185908E0,-2.035336246E0
1.825473308E1,-3.673440728E0,-7.791693184E0,-2.073237314E0
1.826468908E1,-3.722598270E0,-7.361538672E0,-2.152032638E0
1.827464508E1,-3.605166299E0,-6.871864182E0,-2.286409986E0
1.828460108E1,-3.240604683E0,-6.545921085E0,-2.457209347E0
1.829455708E1,-2.836104244E0,-6.342748468E0,-2.702059164E0
1.830451308E1,-2.459995546E0,-6.070015619E0,-2.983531262E0
1.831446908E1,-2.098324792E0,-5.701135833E0,-3.373196145E0
1.832442508E1,-1.853597183E0,-5.466987591E0,-3.875918112E0
1.833438108E1,-1.647828401E0,-5.515515972E0,-4.373642464E0
1.834433708E1,-1.620617799E0,-5.736106861E0,-4.740019056E0
1.835429308E1,-1.781489319E0,-5.976612196E0,-4.833525975E0
1.836424908E1,-2.113500071E0,-6.042026752E0,-4.454312405E0
1.837420408E1,-2.181109672E0,-5.970747439E0,-3.529348378E0
1.838416008E1,-1.892411000E0,-5.857111480E0,-2.329349598E0
1.839411608E1,-1.498100504E0,-5.683578984E0,-1.278437715E0
1.840407208E1,-9.399802619E-1,-5.468130137E0,-4.336277586E-1
1.841402808E1,-3.646575111E-1,-5.240688651E0,1.867045194E-1
1.842398408E1,2.103027123E-1,-4.901834610E0,5.186560683E-1
1.843394008E1,7.489762849E-1,-4.590564224E0,4.176075572E-1
1.844389608E1,1.241822305E0,-4.432718638E0,-1.410430276E-1
1.845385208E1,1.572404582E0,-4.335827643E0,-8.787055349E-1
1.846380808E1,1.825193748E0,-4.303401324E0,-1.539095918E0
1.847376408E1,2.064900938E0,-4.310700403E0,-2.009364084E0
1.848372008E1,2.216087716E0,-4.251238313E0,-2.216119875E0
1.849367608E1,2.191593729E0,-4.019623669E0,-2.268032041E0
1.850363108E1,2.071428185E0,-3.784867024E0,-2.039005959E0
1.851358708E1,1.738339207E0,-3.363056488E0,-1.660581179E0
1.852354308E1,1.313425553E0,-2.750329683E0,-1.329272093E0
1.853349908E1,9.997598559E-1,-2.059257206E0,-1.004033586E0
1.854345508E1,8.130997753E-1,-1.328722308E0,-6.471850312E-1
1.855341108E1,7.746508241E-1,-6.149329591E-1,-1.902268821E-1
1.856336708E1,6.526299584E-1,2.255826563E-2,2.507058030E-1
1.857332308E1,4.217351067E-1,5.003164226E-1,4.920566458E-1
1.858327908E1,-2.170778811E-2,8.085383624E-1,4.006436151E-1
1.859323508E1,-5.027506185E-1,1.040704106E0,8.778835991E-2
1.860319108E1,-8.021075946E-1,1.251016174E0,-2.086678308E-1
1.861314708E1,-9.969286340E-1,1.476369035E0,-4.507741338E-1
1.862310308E1,-1.087393831E0,1.686615906E0,-5.878650284E-1
1.863305908E1,-1.079036406E0,1.876241987E0,-5.973720163E-1
1.864301408E1,-9.653063071E-1,2.016840042E0,-4.995556998E-1
1.865297008E1,-7.394353831E-1,2.156260759E0,-2.785531676E-1
1.866292608E1,-4.407426506E-1,2.320248846E0,-5.554873142E-3
1.867288208E1,-1.621093762E-1,2.519902901E0,1.815501622E-1
1.868283808E1,1.355109769E-1,2.694817680E0,1.977340857E-1
1.869279408E1,4.887740189E-1,2.844654043E0,9.894775271E-2
1.870275008E1,8.816349900E-1,2.929062986E0,1.103638566E-1
1.871270608E1,1.309971018E0,3.064195648E0,2.875953019E-1
1.872266208E1,1.683618624E0,3.248804818E0,5.612122500E-1
1.873261808E1,2.087793957E0,3.332859712E0,9.685305349E-1
1.874257408E1,2.541391127E0,3.219510267E0,1.494637198E0
1.875253008E1,2.851571884E0,3.014076532E0,2.062612338E0
1.876248608E1,3.109887838E0,2.829239028E0,2.575413151E0
1.877244108E1,3.496558946E0,2.602665269E0,2.991360683E0
1.878239708E1,3.984938278E0,2.391695389E0,3.467152129E0
1.879235308E1,4.466666987E0,2.349596021E0,3.990527047E0
1.880230908E1,5.005421251E0,2.511959167E0,4.395970641E0
1.881226508E1,5.625838314E0,2.850847998E0,4.678221588E0
1.882222108E1,6.092166041E0,3.301236216E0,4.886850243E0
1.883217708E1,6.350394287E0,3.714212193E0,4.951760184E0
1.884213308E1,6.542707456E0,3.857357295E0,4.967815468E0
1.885208908E1,6.632775042E0,3.757420194E0,5.083390363E0
1.886204508E1,6.534696186E0,3.473396371E0,5.127450303E0
1.887200104E1,6.388549123E0,3.154379302E0,4.997722807E0
1.888195704E1,6.274303885E0,2.922625494E0,4.728652946E0
1.889191304E1,6.362148945E0,2.821710153E0,4.460769485E0
1.890186804E1,6.696711422E0,2.776488372E0,4.189399037E0
1.891182404E1,7.127329034E0,2.955258220E0,4.055931662E0
1.892178004E1,7.554196241E0,3.461791402E0,3.932044365E0
1.893173604E1,7.907511324E0,4.212845787E0,3.762521889E0
1.894169204E1,8.002092960E0,5.023380389E0,3.517324748E0
1.895164804E1,7.809688575E0,5.560788040E0,3.348406874E0
1.896160404E1,7.354851796E0,5.676065896E0,3.228061820E0
1.897156004E1,6.590989670E0,5.287229564E0,3.227030371E0
1.898151604E1,5.600643246E0,4.519755027E0,3.279775765E0
1.899147204E1,4.652010859E0,3.565971828E0,3.224778024E0
1.900142804E1,3.832725899E0,2.698493532E0,3.076021349E0
1.901138404E1,3.340897880E0,1.883367696E0,2.790425795E0
1.902134004E1,3.479442977E0,1.117083653E0,2.542016194E0
1.903129604E1,3.930734589E0,5.328649485E-1,2.182007804E0
1.904125104E1,4.235774474E0,3.470848739E-1,1.469987676E0
1.905120704E1,4.269222302E0,3.770220333E-1,7.136912620E-1
1.906116304E1,4.212375671E0,2.384968168E-1,2.113441380E-1
1.907111904E1,4.012793829E0,-8.543015957E-2,9.301984549E-2
1.908107504E1,3.579756054E0,-3.876473013E-1,3.844041431E-1
1.909103104E1,2.967851368E0,-6.212865436E-1,9.214907813E-1
1.910098704E1,2.360425065E0,-9.263694057E-1,1.468820572E0
1.911094304E1,2.023801444E0,-1.385146916E0,1.991698476E0
1.912089904E1,2.044867208E0,-1.891006791E0,2.591358508E0
1.913085504E1,2.082630281E0,-2.175427347E0,3.001203886E0
1.914081104E1,2.202875932E0,-2.160564895E0,2.959286367E0
1.915076704E1,2.413462234E0,-2.267218693E0,2.609769051E0
1.916072304E1,2.370599220E0,-2.513748707E0,2.028238311E0
1.917067804E1,2.016698247E0,-2.646474947E0,1.428946654E0
1.918063404E1,1.648214318E0,-2.749745547E0,1.176014816E0
1.919059004E1,1.240493233E0,-2.985377228E0,1.172500055E0
1.920054604E1,6.986615789E-1,-3.297609188E0,1.282149966E0
1.921050204E1,1.717555279E-1,-3.640344903E0,1.441032264E0
1.922045804E1,-1.802784294E-1,-3.936985263E0,1.528524152E0
1.923041404E1,-3.336292613E-1,-4.193478640E0,1.523328901E0
1.924037004E1,-3.734376901E-1,-4.488965636E0,1.358330415E0
1.925032604E1,-4.660955930E-1,-4.760553600E0,9.381056446E-1
1.926028204E1,-8.664591265E-1,-5.043146317E0,3.096785543E-1
1.927023804E1,-1.296010791E0,-5.354331041E0,-2.966454761E-1
1.928019404E1,-1.771803406E0,-5.548255118E0,-8.548851478E-1
1.929015004E1,-2.322454416E0,-5.687360963E0,-1.267078622E0
1.930010504E1,-2.896960895E0,-5.843676333E0,-1.536239992E0
1.931006104E1,-3.417062541E0,-6.059027531E0,-1.741605461E0
1.932001704E1,-3.875531611E0,-6.280989007E0,-1.828722543E0
1.932997304E1,-4.270121019E0,-6.415434036E0,-2.006095929E0
1.933992904E1,-4.523005494E0,-6.580957602E0,-2.268260082E0
1.934988504E1,-4.635604157E0,-6.789150639E0,-2.590724670E0
1.935984104E1,-4.742131655E0,-6.996147920E0,-2.916433877E0
1.936979704E1,-4.749581008E0,-7.187763516E0,-3.097861285E0
1.937975304E1,-4.847033628E0,-7.228131523E0,-3.212346259E0
1.938970904E1,-4.923837975E0,-7.238653003E0,-3.247008553E0
1.939966504E1,-4.927605920E0,-7.237950752E0,-3.181050791E0
1.940962104E1,-4.854892285E0,-7.162704688E0,-2.949858901E0
1.941957604E1,-4.598753834E0,-7.052463623E0,-2.693460249E0
1.942953204E1,-4.326599275E0,-7.017217777E0,-2.589409046E0
1.943948804E1,-3.905480465E0,-7.026553441E0,-2.714648804E0
1.944944404E1,-3.359091491E0,-6.919126056E0,-2.902199416E0
1.945940004E1,-2.927069378E0,-6.787555518E0,-3.072671480E0
1.946935604E1,-2.428545712E0,-6.843556057E0,-3.458013516E0
1.947931204E1,-1.892472396E0,-6.965468164E0,-3.775106851E0
1.948926804E1,-1.466415027E0,-7.014311126E0,-3.892372761E0
1.949922404E1,-1.252568902E0,-7.034491621E0,-3.732771256E0
1.950918004E1,-1.223259734E0,-7.049524813E0,-3.216835751E0
1.951913604E1,-1.030253670E0,-6.980010189E0,-2.426188845E0
1.952909204E1,-6.165409434E-1,-6.708835039E0,-1.617084472E0
1.953904804E1,2.157037854E-2,-6.331477960E0,-9.702080280E-1
1.954900404E1,8.653013778E-1,-5.915997035E0,-6.177764601E-1
1.955895904E1,1.581429759E0,-5.484237462E0,-6.456583232E-1
1.956891504E1,1.999072984E0,-5.096526718E0,-1.015727432E0
1.957887104E1,2.358595471E0,-4.853786869E0,-1.515452701E0
1.958882704E1,2.631124252E0,-4.680797871E0,-1.894697846E0
1.959878304E1,2.796952457E0,-4.542168574E0,-2.087505251E0
1.960873904E1,2.800639127E0,-4.324629348E0,-2.138657132E0
1.961869504E1,2.652925011E0,-4.126242092E0,-2.049170759E0
1.962865104E1,2.393095213E0,-3.930488129E0,-1.812884774E0
1.963860704E1,2.181066402E0,-3.607845494E0,-1.462796770E0
1.964856304E1,2.028596161E0,-3.071376906E0,-1.004396113E0
1.965851904E1,1.879670502E0,-2.405111241E0,-4.165994607E-1
1.966847504E1,1.662099701E0,-1.680340382E0,2.083865798E-1
1.967843004E1,1.422963198E0,-9.125202754E-1,6.478826040E-1
1.968838604E1,1.231026006E0,-1.874535477E-1,8.580631095E-1
1.969834204E1,1.083722364E0,4.880545190E-1,9.582036942E-1
1.970829804E1,8.362886631E-1,1.012248631E0,9.294336390E-1
1.971825404E1,4.818263572E-1,1.339910809E0,8.802106082E-1
1.972821004E1,1.477299035E-1,1.609287356E0,8.550172949E-1
1.973816604E1,-2.913726032E-2,1.807071180E0,8.458991468E-1
1.974812204E1,-1.019655007E-1,1.890016858E0,9.388184202E-1
1.975807804E1,-2.114399958E-1,2.028596746E0,1.069810084E0
1.976803404E1,-3.665707201E-1,2.263165988E0,1.151715542E0
1.977799004E1,-3.260062462E-1,2.407716175E0,1.238408700E0
1.978794604E1,-8.260478497E-2,2.550163119E0,1.380347521E0
1.979790204E1,2.399153513E-1,2.783241321E0,1.635121232E0
1.980785704E1,6.519247842E-1,3.005814708E0,1.822328027E0
1.981781304E1,1.117960736E0,3.212403269E0,1.870752329E0
1.982776904E1,1.509462814E0,3.384056763E0,1.758835452E0
1.983772504E1,1.824885600E0,3.469772851E0,1.587632632E0
1.984768104E1,2.076063858E0,3.432009779E0,1.503467664E0
1.985763704E1,2.242257514E0,3.333807546E0,1.539636347E0
1.986759367E1,2.430598084E0,3.207356245E0,1.726128466E0
1.987754967E1,2.762338110E0,3.131963416E0,2.017626200E0
1.988750567E1,3.298461712E0,3.019546017E0,2.287223918E0
1.989746167E1,3.882557040E0,2.870306363E0,2.535443923E0
1.990741767E1,4.393565097E0,2.721121087E0,2.811211478E0
1.991737367E1,4.947140298E0,2.604780791E0,3.108730674E0
1.992732967E1,5.426271089E0,2.561354690E0,3.405582118E0
1.993728467E1,5.729238136E0,2.783800900E0,3.688675064E0
1.994724067E1,5.955614845E0,3.223919068E0,3.995248089E0
1.995719667E1,6.157057271E0,3.725414874E0,4.372421565E0
1.996715267E1,6.363712490E0,4.314041210E0,4.735183994E0
1.997710867E1,6.640530204E0,4.512167096E0,4.951628036E0
1.998706467E1,6.807448331E0,4.261410422E0,5.160101155E0
1.999702067E1,6.547498080E0,3.767576807E0,5.344310668E0
2.000697667E1,5.964761059E0,3.337274945E0,5.400213557E0
2.001693267E1,5.592998596E0,3.002128331E0,5.239488802E0
2.002688867E1,5.798646925E0,2.647614570E0,4.972344722E0
2.003684467E1,6.168600259E0,2.454822514E0,4.700250681E0
2.004680067E1,6.527069662E0,2.689742004E0,4.630093448E0
2.005675567E1,7.004910557E0,3.367876933E0,4.676804223E0
2.006671167E1,7.527388512E0,4.139540414E0,4.529459066E0
2.007666767E1,8.019498952E0,4.777417848E0,4.320517001E0
2.008662367E1,8.362972586E0,5.160452573E0,4.164068899E0
2.009657967E1,8.474657328E0,4.982788433E0,4.051645653E0
2.010653567E1,8.187328075E0,4.356214253E0,3.772273875E0
2.011649167E1,7.472101334E0,3.346345730E0,3.615964937E0
2.012644767E1,6.800162115E0,2.190245946E0,3.604373417E0
2.013640367E1,6.246879859E0,1.151079950E0,3.526260463E0
2.014635967E1,5.734543315E0,3.553452355E-1,3.326633012E0
2.015631567E1,5.392436761E0,-2.516039354E-1,3.087690053E0
2.016627167E1,5.120725420E0,-7.402843988E-1,2.811225511E0
2.017622667E1,4.928699350E0,-1.028258016E0,2.474942783E0
2.018618267E1,4.903608947E0,-1.125497797E0,2.134004502E0
2.019613867E1,5.079945184E0,-1.207232223E0,1.956969523E0
2.020609467E1,5.228663852E0,-1.205505541E0,1.884570469E0
2.021605067E1,5.043605323E0,-1.139963223E0,1.841370070E0
2.022600667E1,4.769403069E0,-1.230831878E0,1.872894748E0
2.023596267E1,4.135273116E0,-1.484017485E0,2.080946867E0
2.024591867E1,3.242815515E0,-1.931240020E0,2.282645402E0
2.025587467E1,2.353392034E0,-2.499285327E0,2.425785241E0
2.026583067E1,1.575518809E0,-2.981418663E0,2.521189581E0
2.027578667E1,9.029007286E-1,-3.399201052E0,2.398643636E0
2.028574267E1,3.750994688E-1,-3.786242874E0,2.082669457E0
2.029569867E1,1.419914460E-1,-4.186100038E0,1.670921980E0
2.030565367E1,1.302286023E-1,-4.514242272E0,1.154493554E0
2.031560967E1,-1.021122658E-1,-4.703263751E0,6.214806712E-1
2.032556567E1,-5.643972284E-1,-4.955766696E0,2.104670191E-1
2.033552167E1,-9.139706773E-1,-5.285661925E0,-2.531552017E-2
2.034547767E1,-1.138596729E0,-5.547228931E0,-1.565872657E-1
2.035543367E1,-1.473998281E0,-5.754498108E0,-3.294747414E-1
2.036538967E1,-1.773727140E0,-5.978630655E0,-5.532828408E-1
2.037534567E1,-1.871999540E0,-6.208903363E0,-6.518166107E-1
2.038530167E1,-2.248335695E0,-6.434731017E0,-7.805250100E-1
2.039525767E1,-2.743841613E0,-6.745926266E0,-1.101709569E0
2.040521367E1,-3.247495041E0,-7.094289342E0,-1.478911112E0
2.041516967E1,-3.776097955E0,-7.342344017E0,-1.800304490E0
2.042512467E1,-4.229155426E0,-7.480359941E0,-2.042693798E0
2.043508067E1,-4.538907582E0,-7.624321899E0,-2.243353282E0
2.044503667E1,-4.697374728E0,-7.860560521E0,-2.397872242E0
2.045499267E1,-4.809882758E0,-8.078324865E0,-2.450418976E0
2.046494867E1,-4.918518763E0,-8.277751172E0,-2.478982040E0
2.047490467E1,-5.026659508E0,-8.479872460E0,-2.418928358E0
2.048486067E1,-5.037462239E0,-8.645879005E0,-2.326711189E0
2.049481667E1,-5.110134943E0,-8.548942695E0,-2.223875622E0
2.050477267E1,-5.239665388E0,-8.215288290E0,-2.034304798E0
2.051472867E1,-5.245548856E0,-7.764176188E0,-1.809277042E0
2.052468467E1,-4.953513179E0,-7.160825393E0,-1.682974845E0
2.053464067E1,-4.493274742E0,-6.696757030E0,-1.761690501E0
2.054459567E1,-4.055284960E0,-6.542466550E0,-1.997426555E0
2.055455167E1,-3.640796893E0,-6.488197957E0,-2.361613365E0
2.056450767E1,-3.214975167E0,-6.440167174E0,-2.791550800E0
2.057446367E1,-2.627970849E0,-6.457621112E0,-3.322159308E0
2.058441967E1,-1.966132695E0,-6.576481558E0,-3.967618241E0
2.059437567E1,-1.528018953E0,-6.655109652E0,-4.533601819E0
2.060433167E1,-1.483206477E0,-6.768436292E0,-4.792489046E0
2.061428767E1,-1.511780650E0,-6.922969431E0,-4.552901139E0
2.062424367E1,-1.301438761E0,-7.093308764E0,-3.685269061E0
2.063419967E1,-9.220503598E-1,-7.263569158E0,-2.491430177E0
2.064415567E1,-4.962695646E-1,-7.276399704E0,-1.425554684E0
2.065411167E1,1.241609466E-1,-7.287190740E0,-7.094603629E-1
2.066406667E1,9.973782849E-1,-7.261972868E0,-4.373723886E-1
2.067402267E1,2.038997188E0,-7.043833133E0,-5.136596956E-1
2.068397867E1,3.199077757E0,-6.834003460E0,-9.261860955E-1
2.069393467E1,4.238049626E0,-6.418065283E0,-1.419411015E0
2.070389067E1,4.875998980E0,-5.835092620E0,-1.871551058E0
2.071384667E1,5.204295580E0,-5.434396380E0,-2.149307835E0
2.072380267E1,5.068440202E0,-5.030334483E0,-2.200159315E0
2.073375867E1,4.519307131E0,-4.460996942E0,-1.978788409E0
2.074371467E1,3.739770373E0,-3.852062057E0,-1.476916627E0
2.075367067E1,3.036463181E0,-3.249842699E0,-8.609691757E-1
2.076362667E1,2.568384798E0,-2.575448819E0,-2.223432988E-1
2.077358267E1,2.065538870E0,-1.708734023E0,4.361461544E-1
2.078353767E1,1.553740270E0,-8.673467338E-1,9.599385631E-1
2.079349367E1,1.246158600E0,-2.408032510E-1,1.310232389E0
2.080344967E1,1.006411648E0,2.787353083E-1,1.440911812E0
2.081340567E1,5.729195452E-1,7.215265310E-1,1.310778519E0
2.082336167E1,2.256738728E-1,1.079964651E0,1.099247307E0
2.083331767E1,-1.500103176E-2,1.344143316E0,9.069721448E-1
2.084327367E1,-2.431471074E-1,1.550452380E0,7.643013255E-1
2.085322967E1,-3.939818823E-1,1.768786243E0,6.410863853E-1
2.086318567E1,-4.725170052E-1,2.102479824E0,6.216022933E-1
2.087314129E1,-2.935594618E-1,2.416063953E0,6.290352007E-1
2.088309729E1,1.690663934E-2,2.685272977E0,7.550193091E-1
2.089305329E1,2.662634897E-1,2.948646773E0,8.329568466E-1
2.090300829E1,6.655821258E-1,3.224021687E0,8.690482005E-1
2.091296429E1,1.063379316E0,3.416361460E0,9.004922605E-1
2.092292029E1,1.470496969E0,3.539552061E0,8.659574354E-1
2.093287629E1,1.926790874E0,3.597758462E0,8.586273658E-1
2.094283229E1,2.408319023E0,3.689233473E0,9.366503457E-1
2.095278829E1,2.902746130E0,3.732640278E0,1.225713226E0
2.096274429E1,3.345470987E0,3.649474745E0,1.636867357E0
2.097270029E1,3.724669939E0,3.656431763E0,2.011663209E0
2.098265629E1,4.078589038E0,3.612665938E0,2.300611703E0
2.099261229E1,4.422214115E0,3.306846619E0,2.561665177E0
2.100256829E1,4.768117851E0,3.015123183E0,2.895901380E0
2.101252429E1,5.033620033E0,2.799060963E0,3.233029615E0
2.102247929E1,5.103563842E0,2.711415294E0,3.413722612E0
2.103243529E1,5.229329849E0,2.839601464E0,3.564387817E0
2.104239129E1,5.416993312E0,3.191364695E0,3.807391083E0
2.105234729E1,5.540041534E0,3.593374804E0,4.167163246E0
2.106230329E1,5.562542789E0,4.097442216E0,4.587836498E0
2.107225929E1,5.695805511E0,4.419103396E0,5.077552503E0
2.108221529E1,5.877617666E0,4.317167131E0,5.524026010E0
2.109217129E1,5.954219699E0,3.994110221E0,5.871956391E0
2.110212729E1,5.819796889E0,3.755040377E0,6.019733073E0
2.111208329E1,5.562583719E0,3.757137188E0,6.099082128E0
