"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.327627644E2,3.912021160E-2,-5.801060071E0,3.979904410E-1
1.327727194E2,4.210141450E-1,-5.317742674E0,4.115092036E-1
1.327826744E2,7.671307200E-1,-4.812294442E0,3.474228430E-1
1.327926294E2,1.203440012E0,-4.326322994E0,1.462765780E-1
1.328025844E2,1.750289746E0,-3.907668493E0,-2.786446765E-1
1.328125394E2,2.259088140E0,-3.422334683E0,-1.105390684E0
1.328224944E2,2.732432526E0,-2.944374797E0,-1.969359773E0
1.328324494E2,2.850777247E0,-2.534250214E0,-2.756245311E0
1.328424044E2,2.563718719E0,-2.099158898E0,-3.326187454E0
1.328523594E2,2.128587057E0,-1.537112542E0,-3.437921021E0
1.328623144E2,1.640678426E0,-9.161125124E-1,-3.092480092E0
1.328722694E2,1.408738677E0,-3.104903671E-1,-2.384236096E0
1.328822244E2,1.344631559E0,2.764645422E-1,-1.655591165E0
1.328921794E2,1.368902181E0,8.437128729E-1,-1.140635068E0
1.329021334E2,1.427480173E0,1.498703937E0,-7.461064714E-1
1.329120884E2,1.614236147E0,2.306198864E0,-3.625881815E-1
1.329220434E2,1.880421284E0,2.947946277E0,-2.214369804E-1
1.329319984E2,2.155470216E0,3.602340925E0,-4.271449506E-1
1.329419534E2,2.419040478E0,4.122757151E0,-8.746768034E-1
1.329519084E2,2.170837868E0,4.400534978E0,-1.438771438E0
1.329618634E2,1.620217849E0,4.513613697E0,-1.681292309E0
1.329718184E2,1.253342489E0,4.539309286E0,-1.452124725E0
1.329817730E2,1.110722467E0,4.703179843E0,-8.778497949E-1
1.329917280E2,1.152873875E0,5.059695107E0,-7.687480599E-2
1.330016830E2,1.381072576E0,5.435319071E0,6.726838616E-1
1.330116380E2,1.708056477E0,5.741557635E0,1.154562844E0
1.330215930E2,2.189501011E0,6.109201319E0,1.575603009E0
1.330315480E2,2.653640710E0,6.436643057E0,1.915357521E0
1.330415030E2,3.107402771E0,6.799430628E0,2.183599708E0
1.330514580E2,3.756936629E0,7.072149444E0,2.430727600E0
1.330614130E2,4.392409102E0,7.202037739E0,2.434876492E0
1.330713680E2,4.821230450E0,7.053276971E0,2.297425701E0
1.330813230E2,5.062969548E0,6.507858635E0,2.097654701E0
1.330912780E2,4.986090356E0,5.983731766E0,1.791842107E0
1.331012320E2,4.826474817E0,5.440370480E0,1.528261904E0
1.331111870E2,4.937998177E0,4.781767007E0,1.489525563E0
1.331211420E2,5.166828377E0,4.205428594E0,1.609074518E0
1.331310970E2,5.504105716E0,3.685189539E0,1.774413311E0
1.331410520E2,6.009104589E0,3.184339265E0,2.020561210E0
1.331510070E2,6.493669197E0,2.784497888E0,2.166503619E0
1.331609620E2,6.776303721E0,2.454324331E0,2.150938039E0
1.331709170E2,6.955664722E0,2.263281763E0,2.164396867E0
1.331808720E2,6.980862129E0,2.192550334E0,2.148843274E0
1.331908270E2,6.834342014E0,2.107449957E0,2.020168569E0
1.332007820E2,6.658301647E0,1.876235847E0,1.865671391E0
1.332107370E2,6.546022827E0,1.422081438E0,1.603889792E0
1.332206920E2,6.423076932E0,8.189674562E-1,1.228296233E0
1.332306470E2,6.241622627E0,3.125956571E-1,8.235005102E-1
1.332406020E2,6.033663479E0,-2.371829474E-1,3.469579893E-1
1.332505570E2,5.866799147E0,-7.967211396E-1,-1.144034055E-1
1.332605120E2,5.748721059E0,-9.588620907E-1,-5.784986660E-1
1.332704670E2,5.768696317E0,-8.206520391E-1,-9.802763486E-1
1.332804220E2,5.815831892E0,-1.258835363E-1,-1.158734832E0
1.332903770E2,5.821915335E0,9.577797711E-1,-1.196415167E0
1.333003310E2,5.813691811E0,1.655740269E0,-9.876838937E-1
1.333102860E2,5.636154556E0,1.756410611E0,-5.334803680E-1
1.333202410E2,5.216149641E0,1.519964998E0,-7.230345279E-2
1.333301960E2,4.821402358E0,8.876833498E-1,3.683409646E-1
1.333401510E2,4.724920961E0,-1.340240300E-2,9.394784246E-1
1.333501060E2,4.682071980E0,-9.928399685E-1,1.404554994E0
1.333600610E2,4.593387260E0,-1.930742130E0,1.573775462E0
1.333700160E2,4.586597473E0,-2.888435070E0,1.506902318E0
1.333799710E2,4.828858142E0,-3.811569211E0,1.192341996E0
1.333899260E2,4.883966396E0,-4.367446462E0,5.248238575E-1
1.333998810E2,4.577384015E0,-4.741058399E0,-2.899423742E-1
1.334098360E2,4.121543269E0,-4.929462411E0,-8.031945920E-1
1.334197910E2,3.479359362E0,-5.072998692E0,-9.282106939E-1
1.334297460E2,2.750944226E0,-5.145243380E0,-7.279444349E-1
1.334397010E2,1.905804632E0,-5.123854265E0,-3.112917280E-1
1.334496560E2,1.075795294E0,-5.099842089E0,2.516090517E-1
1.334596110E2,2.946914828E-1,-5.089497195E0,7.451237006E-1
1.334695660E2,-5.031938374E-1,-5.105443722E0,1.144709554E0
1.334795210E2,-1.268577409E0,-5.136078454E0,1.474179107E0
1.334894760E2,-2.004002187E0,-5.142456012E0,1.703381920E0
1.334994300E2,-2.624344990E0,-5.125150593E0,1.824980325E0
1.335093850E2,-3.207718188E0,-5.140643376E0,1.744232761E0
1.335193400E2,-3.716048804E0,-5.129588630E0,1.483578944E0
1.335292950E2,-4.234869325E0,-5.150059147E0,1.077294374E0
1.335392500E2,-4.664266039E0,-5.197608705E0,6.351140392E-1
1.335492050E2,-5.009897879E0,-5.227927687E0,3.633752898E-1
1.335591600E2,-5.370615537E0,-5.271494706E0,2.304692475E-1
1.335691150E2,-5.660515811E0,-5.341931435E0,1.053037492E-1
1.335790700E2,-5.731833131E0,-5.459690850E0,-3.523532152E-2
1.335890250E2,-5.705260459E0,-5.566680863E0,-2.680527377E-1
1.335989800E2,-5.669670212E0,-5.694038483E0,-5.903863478E-1
1.336089350E2,-5.615372382E0,-5.912412107E0,-1.017958145E0
1.336188900E2,-5.634740700E0,-6.109197811E0,-1.458337684E0
1.336288450E2,-5.658951681E0,-6.290488978E0,-1.903551700E0
1.336388000E2,-5.749094111E0,-6.438546910E0,-2.387880081E0
1.336487550E2,-5.710636974E0,-6.505280013E0,-2.842373629E0
1.336587100E2,-5.563466649E0,-6.545015936E0,-3.202410085E0
1.336686650E2,-5.387429205E0,-6.642121232E0,-3.464094036E0
1.336786190E2,-5.117546289E0,-6.851279059E0,-3.576531315E0
1.336885740E2,-4.898028949E0,-7.109007368E0,-3.506667613E0
1.336985290E2,-4.779507058E0,-7.354072362E0,-3.214131414E0
1.337084840E2,-4.614926648E0,-7.688252431E0,-2.797470521E0
1.337184390E2,-4.381688232E0,-8.071823346E0,-2.368138565E0
1.337283940E2,-4.142562255E0,-8.396531510E0,-2.169720173E0
1.337383490E2,-3.965210942E0,-8.585210050E0,-2.198875852E0
1.337483040E2,-3.849248376E0,-8.540513349E0,-2.233803610E0
1.337582590E2,-3.685894713E0,-8.293201854E0,-2.180651396E0
1.337682140E2,-3.454672417E0,-7.987399492E0,-2.058860911E0
1.337781690E2,-3.067910677E0,-7.859523225E0,-1.813524460E0
1.337881240E2,-2.540007091E0,-8.043522238E0,-1.536822520E0
1.337980790E2,-2.162402090E0,-8.276993372E0,-1.344943800E0
1.338080340E2,-1.814061234E0,-8.322126861E0,-1.168871273E0
1.338179890E2,-1.340185336E0,-8.163927518E0,-1.075698230E0
1.338279440E2,-5.478478539E-1,-7.964542726E0,-1.174679751E0
1.338378990E2,4.269502383E-1,-7.842247626E0,-1.310695488E0
1.338478540E2,1.213072130E0,-7.690689551E0,-1.548018769E0
1.338578090E2,1.778461046E0,-7.465637237E0,-1.829286068E0
1.338677630E2,2.254734303E0,-7.245317075E0,-1.949738857E0
1.338777180E2,2.616049545E0,-6.968524504E0,-1.763646687E0
1.338876730E2,3.108595018E0,-6.632548170E0,-1.315560372E0
1.338976280E2,3.747168270E0,-6.237401522E0,-8.062737358E-1
1.339075830E2,4.493657734E0,-5.782836054E0,-4.314226274E-1
1.339175380E2,5.224373749E0,-5.300907370E0,-1.983515882E-1
1.339274930E2,6.001382171E0,-4.743593459E0,-7.824641660E-2
1.339374480E2,6.651898946E0,-4.151086619E0,9.807827175E-3
1.339474030E2,7.137474537E0,-3.591608653E0,1.792595521E-1
1.339573580E2,7.396779256E0,-3.086299585E0,4.178127944E-1
1.339673130E2,7.436307603E0,-2.764291957E0,8.252492662E-1
1.339772680E2,7.310600653E0,-2.550745502E0,1.378003957E0
1.339872237E2,7.021502616E0,-2.317320268E0,2.026739670E0
1.339971787E2,6.716486120E0,-1.882729765E0,2.795759918E0
1.340071337E2,6.326873277E0,-1.305511347E0,3.574592963E0
1.340170887E2,5.854812355E0,-6.017428100E-1,4.255827793E0
1.340270437E2,5.300278795E0,2.085339296E-1,4.939811983E0
1.340369987E2,4.687513399E0,9.739783126E-1,5.491666349E0
1.340469527E2,4.031565145E0,1.607349297E0,5.857293329E0
1.340569077E2,3.451292726E0,2.200609551E0,6.098060035E0
1.340668627E2,2.786192996E0,2.550092953E0,6.071921811E0
1.340768177E2,1.999295179E0,2.735284213E0,5.833632571E0
1.340867727E2,1.285306293E0,2.889445469E0,5.381746296E0
1.340967277E2,8.718192691E-1,3.106997559E0,4.896008736E0
1.341066827E2,6.400069892E-1,3.348743089E0,4.435418589E0
1.341166377E2,4.084993494E-1,3.504702364E0,3.958400105E0
1.341265927E2,2.138046098E-1,3.551415769E0,3.549067528E0
1.341365477E2,1.207011491E-1,3.565027503E0,3.305544152E0
1.341465027E2,3.489969134E-2,3.599593318E0,3.078294455E0
1.341564577E2,-7.744286299E-2,3.515919077E0,2.808838970E0
1.341664127E2,-1.427287799E-1,3.268830947E0,2.673885233E0
1.341763677E2,-1.669432694E-1,3.097752526E0,2.603996972E0
1.341863227E2,-1.961039186E-1,2.848378719E0,2.538306720E0
1.341962777E2,-1.284323376E-1,2.586198340E0,2.694856856E0
1.342062327E2,5.903231978E-2,2.428282587E0,2.932748194E0
1.342161877E2,2.042759871E-1,2.348296770E0,3.239945701E0
1.342261417E2,3.038605016E-1,2.357999055E0,3.514117258E0
1.342360967E2,4.983336318E-1,2.349927558E0,3.752521396E0
1.342460517E2,7.604795122E-1,2.235658346E0,3.975894097E0
1.342560067E2,1.005791844E0,2.090882456E0,4.110945776E0
1.342659617E2,1.400506967E0,1.981037832E0,4.118731636E0
1.342759167E2,1.960888327E0,1.895742744E0,4.082905745E0
1.342858717E2,2.630510879E0,1.905798785E0,3.942226999E0
1.342958267E2,3.357960055E0,2.062208880E0,3.784325279E0
1.343057817E2,4.114427792E0,2.375726058E0,3.662126658E0
1.343157367E2,4.817366025E0,2.823432743E0,3.573679920E0
1.343256917E2,5.332429710E0,3.399214500E0,3.603322965E0
1.343356467E2,5.753932682E0,3.936823295E0,3.730779694E0
1.343456017E2,6.277052661E0,4.065480165E0,3.839418330E0
1.343555567E2,6.608369349E0,3.865874349E0,3.914784847E0
1.343655117E2,6.502953406E0,3.669682138E0,3.947064108E0
1.343754667E2,6.384216921E0,3.512278016E0,3.898731901E0
1.343854217E2,6.753882573E0,3.332494846E0,3.791526710E0
1.343953767E2,7.453221259E0,3.169810104E0,3.565605792E0
1.344053307E2,8.166170509E0,3.113317230E0,3.108910768E0
1.344152857E2,8.974741032E0,3.150072827E0,2.468060903E0
1.344252407E2,9.712898213E0,3.372913139E0,1.837392502E0
1.344351957E2,1.045862228E1,3.557279357E0,1.157960076E0
1.344451507E2,1.094121637E1,3.788153159E0,7.689436492E-1
1.344551057E2,1.092998855E1,3.859076961E0,6.728513843E-1
1.344650607E2,1.036792845E1,3.620297724E0,1.121066777E0
1.344750157E2,9.490128068E0,2.989265626E0,1.785243816E0
1.344849707E2,8.369795702E0,2.146866038E0,2.444745423E0
1.344949257E2,7.532832270E0,1.365380988E0,2.815476437E0
1.345048807E2,6.939812336E0,6.185208106E-1,2.867231312E0
1.345148357E2,6.579688171E0,-7.903038204E-2,2.575033082E0
1.345247907E2,6.315825548E0,-5.955359906E-1,2.079397063E0
1.345347457E2,6.083822064E0,-1.003450618E0,1.535338205E0
1.345447007E2,5.911460765E0,-1.234768224E0,1.033341877E0
1.345546557E2,5.735899869E0,-1.276047812E0,5.986087024E-1
1.345646107E2,5.547857507E0,-1.236683772E0,1.258054760E-1
1.345745657E2,5.332488182E0,-1.251248016E0,-2.324021177E-1
1.345845197E2,4.943215063E0,-1.364737794E0,-3.767501378E-1
1.345944747E2,4.310704789E0,-1.537480625E0,-3.402693594E-1
1.346044297E2,3.571552411E0,-1.817138331E0,-8.263182834E-2
1.346143847E2,2.746161788E0,-2.236585130E0,2.356885453E-1
1.346243397E2,1.970385960E0,-2.681938018E0,5.913428061E-1
1.346342947E2,1.216054795E0,-3.122739433E0,8.804922979E-1
1.346442497E2,4.528224134E-1,-3.512283863E0,1.008454081E0
1.346542047E2,-2.412298054E-1,-3.832703680E0,1.038708598E0
1.346641597E2,-8.376206589E-1,-4.168328011E0,9.537288201E-1
1.346741147E2,-1.330384818E0,-4.543763695E0,8.161928062E-1
1.346840697E2,-1.693108655E0,-4.894561551E0,6.626826377E-1
1.346940247E2,-1.979201222E0,-5.258680533E0,5.040872920E-1
1.347039797E2,-2.138013938E0,-5.665138035E0,3.097306676E-1
1.347139347E2,-2.235216882E0,-6.054086049E0,7.487133063E-2
1.347238897E2,-2.463355941E0,-6.447188510E0,-3.043592691E-1
1.347338447E2,-2.742945235E0,-6.812355314E0,-6.019965792E-1
1.347437997E2,-3.082074387E0,-7.136112136E0,-8.552055752E-1
1.347537547E2,-3.373560426E0,-7.443683281E0,-1.063072922E0
1.347637087E2,-3.634832148E0,-7.769678417E0,-1.209050927E0
1.347736637E2,-3.886439007E0,-8.008911983E0,-1.251549733E0
1.347836187E2,-4.087063408E0,-8.248529127E0,-1.136475213E0
1.347935737E2,-4.222358623E0,-8.525102427E0,-9.582392161E-1
1.348035287E2,-4.287814693E0,-8.795563633E0,-7.435797434E-1
1.348134837E2,-4.327244223E0,-9.023180535E0,-5.154015812E-1
1.348234387E2,-4.372030971E0,-9.254957147E0,-3.750437741E-1
1.348333937E2,-4.445797105E0,-9.442971443E0,-3.220492892E-1
1.348433487E2,-4.480376953E0,-9.578884708E0,-3.033862194E-1
1.348533037E2,-4.546691396E0,-9.630168883E0,-2.467630255E-1
1.348632587E2,-4.705664325E0,-9.555394104E0,-2.725574327E-1
1.348732137E2,-4.808987550E0,-9.373255091E0,-3.043522525E-1
1.348831687E2,-4.867027012E0,-9.204558826E0,-3.211887252E-1
1.348931237E2,-4.972563992E0,-9.250343694E0,-3.285011800E-1
1.349030787E2,-5.046619563E0,-9.454384623E0,-3.275797319E-1
1.349130337E2,-5.060443550E0,-9.607078228E0,-3.551914537E-1
1.349229887E2,-5.053944955E0,-9.591759692E0,-4.436867968E-1
1.349329427E2,-4.812338004E0,-9.499985304E0,-5.774161271E-1
1.349428977E2,-4.180065712E0,-9.517645065E0,-6.502512380E-1
1.349528527E2,-3.504443332E0,-9.602235564E0,-6.629397690E-1
1.349628077E2,-2.954874058E0,-9.554600637E0,-7.617202914E-1
1.349727627E2,-2.600575474E0,-9.516444046E0,-9.007763620E-1
1.349827177E2,-2.139639464E0,-9.510753536E0,-9.576486473E-1
1.349926719E2,-1.554229097E0,-9.402759556E0,-9.445136082E-1
1.350026269E2,-9.460631204E-1,-9.209049488E0,-9.868053496E-1
1.350125819E2,-9.534703732E-2,-8.894275158E0,-1.048461754E0
1.350225369E2,1.025943103E0,-8.416813747E0,-1.163813577E0
1.350324919E2,2.202411663E0,-7.769202454E0,-1.384809093E0
1.350424469E2,3.357761250E0,-7.042083646E0,-1.731310269E0
1.350524019E2,4.328703103E0,-6.230629862E0,-2.258692868E0
1.350623569E2,5.125042419E0,-5.361438332E0,-2.823254111E0
1.350723119E2,5.761056345E0,-4.502985213E0,-3.422303985E0
1.350822669E2,6.026699445E0,-3.616590005E0,-3.744915923E0
1.350922219E2,6.173054084E0,-2.998909731E0,-3.898716406E0
1.351021759E2,6.088564741E0,-2.667661456E0,-3.763225894E0
1.351121309E2,5.691073360E0,-2.246317821E0,-2.989676685E0
1.351220859E2,4.785058404E0,-1.863153580E0,-1.798206070E0
1.351320409E2,4.022310172E0,-1.665052252E0,-8.384426312E-1
1.351419959E2,3.239514177E0,-1.422583129E0,-5.603386760E-2
1.351519509E2,2.636145256E0,-9.132149246E-1,6.468448694E-1
1.351619059E2,2.153963973E0,-2.708035603E-1,1.128330188E0
1.351718609E2,1.780121655E0,4.267847621E-1,1.411946021E0
1.351818159E2,1.588209021E0,1.007568228E0,1.507108286E0
1.351917709E2,1.410216853E0,1.572325060E0,1.535125659E0
1.352017259E2,1.232197203E0,2.050840724E0,1.553025009E0
1.352116809E2,1.107997080E0,2.455474479E0,1.623701474E0
1.352216359E2,9.760277617E-1,2.971301518E0,1.766416805E0
1.352315909E2,8.453600335E-1,3.384936769E0,1.924681199E0
1.352415459E2,8.352700782E-1,3.747695104E0,1.980433230E0
1.352515009E2,9.317228240E-1,4.092083827E0,1.994223011E0
1.352614559E2,1.180645226E0,4.318198580E0,1.901870918E0
1.352714109E2,1.523355213E0,4.411398520E0,1.672544290E0
1.352813649E2,1.811645749E0,4.406047148E0,1.518003549E0
1.352913199E2,2.051345338E0,4.325997012E0,1.542898216E0
1.353012749E2,2.379603932E0,4.233822674E0,1.709709631E0
1.353112299E2,2.788520188E0,4.168339121E0,1.879399191E0
1.353211849E2,3.299404868E0,4.242379489E0,1.880713645E0
1.353311399E2,3.823047003E0,4.310711221E0,1.869410977E0
1.353410949E2,4.247249050E0,4.268729382E0,1.900367599E0
1.353510499E2,4.506392385E0,4.165823064E0,1.991661054E0
1.353610049E2,4.664578865E0,3.958688373E0,2.183466977E0
1.353709599E2,4.825902375E0,3.683030162E0,2.397301407E0
1.353809149E2,5.064859368E0,3.360621123E0,2.564552825E0
1.353908699E2,5.405302389E0,3.077304229E0,2.600171724E0
1.354008249E2,5.695222544E0,3.020065835E0,2.582307018E0
1.354107799E2,5.991880445E0,3.075159470E0,2.580775632E0
1.354207349E2,6.325697987E0,3.223443689E0,2.749306713E0
1.354306899E2,6.598271207E0,3.591844003E0,2.992959020E0
1.354406449E2,6.750813369E0,4.059214289E0,3.242306515E0
1.354505999E2,7.000216413E0,4.413399437E0,3.408645767E0
1.354605539E2,7.507579315E0,4.347427057E0,3.714906843E0
1.354705089E2,7.831232641E0,4.101559825E0,4.171220044E0
1.354804639E2,7.722877303E0,3.977667850E0,4.466546827E0
1.354904189E2,7.621022900E0,3.681637940E0,4.469686197E0
1.355003739E2,7.786495010E0,3.319138636E0,4.140700502E0
1.355103289E2,8.127970650E0,3.120381251E0,3.585373182E0
1.355202839E2,8.604156783E0,3.163793904E0,3.093939265E0
1.355302389E2,9.175014015E0,3.373093234E0,2.656597355E0
1.355401939E2,9.581988995E0,3.548449477E0,2.226490497E0
1.355501489E2,9.676212782E0,3.588686507E0,1.949024034E0
1.355601039E2,9.503294828E0,3.435017586E0,1.988543903E0
1.355700589E2,8.970163831E0,2.967248520E0,2.360929095E0
1.355800139E2,8.244965249E0,2.193529742E0,2.765166408E0
1.355899689E2,7.558881615E0,1.327771697E0,3.034475713E0
1.355999239E2,7.008584363E0,5.287970406E-1,3.172075023E0
1.356098789E2,6.584350156E0,-2.007050925E-1,3.208644679E0
1.356198339E2,6.252905415E0,-8.249339551E-1,3.105729883E0
1.356297879E2,6.036360215E0,-1.381575437E0,2.919032088E0
1.356397429E2,5.878984160E0,-1.824207323E0,2.673713324E0
1.356496979E2,5.662831308E0,-2.142194697E0,2.264525758E0
1.356596529E2,5.288996007E0,-2.355818628E0,1.796639747E0
1.356696079E2,4.750697241E0,-2.456554459E0,1.427196583E0
1.356795629E2,4.170211399E0,-2.457626839E0,1.221909027E0
1.356895179E2,3.546600003E0,-2.425381199E0,1.179651053E0
1.356994729E2,2.951825904E0,-2.389377261E0,1.281059753E0
1.357094279E2,2.343252377E0,-2.424020259E0,1.350851827E0
1.357193829E2,1.747868414E0,-2.530299251E0,1.376402843E0
1.357293379E2,1.234188180E0,-2.736733153E0,1.415598776E0
1.357392929E2,8.392017460E-1,-3.045322298E0,1.407167384E0
1.357492479E2,5.537857014E-1,-3.363858141E0,1.398802503E0
1.357592029E2,2.331062686E-1,-3.577756599E0,1.236539930E0
1.357691579E2,-7.833105505E-2,-3.788135033E0,8.787711699E-1
1.357791129E2,-3.269850701E-1,-4.129049048E0,5.717268594E-1
1.357890679E2,-5.825633579E-1,-4.506273102E0,3.559095649E-1
1.357990219E2,-8.868992382E-1,-4.886256458E0,1.581181399E-1
1.358089769E2,-1.194870917E0,-5.369085905E0,4.564789698E-2
1.358189319E2,-1.594953200E0,-5.909672102E0,2.744683027E-2
1.358288869E2,-2.072777722E0,-6.473515014E0,6.786519684E-2
1.358388419E2,-2.650876731E0,-7.028816898E0,1.049681921E-1
1.358487969E2,-3.185419246E0,-7.429935308E0,1.503075023E-1
1.358587519E2,-3.709035069E0,-7.824131198E0,1.785727235E-1
1.358687069E2,-4.214256721E0,-8.094928034E0,9.998621821E-2
1.358786619E2,-4.571662515E0,-8.188637266E0,6.305710450E-3
1.358886169E2,-4.832102762E0,-8.300975727E0,-1.283883373E-1
1.358985719E2,-4.989523841E0,-8.457775247E0,-2.461817392E-1
1.359085269E2,-5.007151442E0,-8.591888155E0,-2.746495664E-1
1.359184819E2,-5.061764436E0,-8.728244054E0,-2.870270256E-1
1.359284369E2,-5.086980554E0,-8.932719432E0,-3.487396359E-1
1.359383919E2,-5.135824685E0,-9.152335004E0,-4.433792333E-1
1.359483469E2,-5.227992007E0,-9.340315386E0,-5.672547626E-1
1.359583009E2,-5.357703130E0,-9.570876362E0,-6.939685305E-1
1.359682559E2,-5.569056587E0,-9.683301362E0,-7.953861471E-1
1.359782109E2,-5.774119610E0,-9.744859679E0,-8.920933199E-1
1.359881662E2,-5.855471921E0,-9.688922875E0,-9.252750993E-1
1.359981212E2,-5.826020080E0,-9.381705487E0,-9.316450560E-1
1.360080762E2,-5.413342896E0,-9.049299463E0,-8.771514181E-1
1.360180312E2,-4.670554719E0,-8.948390554E0,-8.475715236E-1
1.360279862E2,-4.055110713E0,-8.810423162E0,-9.152015162E-1
1.360379412E2,-3.779770006E0,-8.627807600E0,-1.238919747E0
1.360478962E2,-3.585479309E0,-8.552586095E0,-1.625831176E0
1.360578512E2,-3.124836245E0,-8.562519929E0,-1.862568566E0
1.360678062E2,-2.542931868E0,-8.635179770E0,-2.132341554E0
1.360777612E2,-2.108563852E0,-8.711898748E0,-2.581574947E0
1.360877162E2,-1.812794727E0,-8.663696641E0,-2.896045221E0
1.360976712E2,-1.585169054E0,-8.525066174E0,-3.020119629E0
1.361076262E2,-1.136845488E0,-8.321484836E0,-2.864604743E0
1.361175812E2,-2.824994534E-1,-8.010100138E0,-2.513703976E0
1.361275352E2,8.077981049E-1,-7.535671678E0,-2.205069222E0
1.361374902E2,1.872222319E0,-7.017172168E0,-2.059873502E0
1.361474452E2,2.883942069E0,-6.453424566E0,-2.142956297E0
1.361574002E2,3.698151062E0,-5.938259139E0,-2.440763469E0
1.361673552E2,4.372533247E0,-5.269644647E0,-2.692738702E0
1.361773102E2,4.894535238E0,-4.576884371E0,-2.931817317E0
1.361872652E2,5.394057024E0,-3.903010016E0,-3.109430001E0
1.361972202E2,5.819878165E0,-3.209626719E0,-3.145404410E0
1.362071752E2,5.999123392E0,-2.695158280E0,-2.989386663E0
1.362171302E2,5.903491595E0,-2.399249992E0,-2.617528306E0
1.362270852E2,5.553310620E0,-2.047041788E0,-2.065740598E0
1.362370402E2,5.043266185E0,-1.588360464E0,-1.430547183E0
1.362469952E2,4.452581629E0,-9.778126243E-1,-8.040367372E-1
1.362569502E2,3.903306470E0,-2.372393730E-1,-2.333236389E-1
1.362669052E2,3.446416733E0,4.658096641E-1,2.416598681E-1
1.362768602E2,3.066160605E0,1.198677747E0,7.602048393E-1
1.362868142E2,2.757427034E0,1.822934968E0,1.244245391E0
1.362967692E2,2.541966493E0,2.331964035E0,1.706141806E0
1.363067242E2,2.344320663E0,2.743800098E0,2.144297064E0
1.363166792E2,2.034971965E0,2.896259814E0,2.420364872E0
1.363266342E2,1.684175863E0,2.949896323E0,2.671188204E0
1.363365892E2,1.282825904E0,2.988853397E0,2.915507094E0
1.363465442E2,8.649236476E-1,3.041108209E0,2.960980305E0
1.363564992E2,5.574916667E-1,3.081937562E0,2.916122221E0
1.363664542E2,5.299986434E-1,3.168116750E0,2.753830411E0
1.363764092E2,6.081098431E-1,3.292957143E0,2.562680254E0
1.363863642E2,6.424411851E-1,3.370938535E0,2.380003589E0
1.363963192E2,6.247545272E-1,3.370032801E0,2.193226564E0
1.364062742E2,6.760696918E-1,3.222623325E0,2.086114783E0
1.364162292E2,8.263682771E-1,3.032515726E0,2.079057340E0
1.364261842E2,1.025605718E0,2.838679942E0,2.186061679E0
1.364361392E2,1.258965172E0,2.726336219E0,2.243694467E0
1.364460932E2,1.497215821E0,2.693491239E0,2.312278506E0
1.364560482E2,1.734382980E0,2.738430600E0,2.533315829E0
1.364660032E2,2.078603303E0,2.745216878E0,2.713870540E0
1.364759582E2,2.554635655E0,2.680005805E0,2.824603356E0
1.364859132E2,3.035018334E0,2.603920081E0,2.801197828E0
1.364958682E2,3.449140366E0,2.429094765E0,2.714424856E0
1.365058232E2,3.851980780E0,2.174447354E0,2.664187918E0
1.365157782E2,4.191925035E0,1.942177822E0,2.708083258E0
1.365257332E2,4.408145129E0,1.846255419E0,2.840447556E0
1.365356882E2,4.542121212E0,1.896372489E0,2.986615960E0
1.365456432E2,4.561431057E0,2.119082993E0,3.120056146E0
1.365555982E2,4.374462828E0,2.594296149E0,3.303860154E0
1.365655532E2,4.191064324E0,3.164766296E0,3.506569672E0
1.365755082E2,4.366750935E0,3.376936024E0,3.604640050E0
1.365854632E2,4.923250914E0,3.054894775E0,3.797338842E0
1.365954182E2,5.265810628E0,2.769367048E0,3.932182652E0
1.366053732E2,5.314869937E0,2.740201136E0,3.707214831E0
1.366153272E2,5.599995959E0,2.640731227E0,3.351034028E0
1.366252822E2,6.126809040E0,2.424629247E0,2.968087888E0
1.366352372E2,6.592239804E0,2.343603795E0,2.555969112E0
1.366451922E2,6.943456321E0,2.442467932E0,2.139109706E0
1.366551472E2,7.306142151E0,2.588386368E0,1.822379191E0
1.366651022E2,7.653345723E0,2.625982795E0,1.569477758E0
1.366750572E2,7.859089946E0,2.563167912E0,1.375889604E0
1.366850122E2,7.785467069E0,2.492036533E0,1.395254413E0
1.366949672E2,7.410465249E0,2.303629889E0,1.661985388E0
1.367049222E2,6.490226356E0,1.937566708E0,2.182862374E0
1.367148772E2,5.508883476E0,1.476645316E0,2.737100943E0
1.367248322E2,4.681710622E0,1.013980869E0,3.192378602E0
1.367347872E2,4.010487687E0,6.188950324E-1,3.400668410E0
1.367447422E2,3.544510792E0,1.835680729E-1,3.436594580E0
1.367546972E2,3.360883078E0,-2.448691124E-1,3.345700490E0
1.367646522E2,3.369944508E0,-7.337407798E-1,3.075609413E0
1.367746062E2,3.488573989E0,-1.217016662E0,2.667489840E0
1.367845612E2,3.617336694E0,-1.493646680E0,2.289879870E0
1.367945162E2,3.647753910E0,-1.468288475E0,1.908128023E0
1.368044712E2,3.781571533E0,-1.250692531E0,1.526663276E0
1.368144262E2,3.783373645E0,-7.900763637E-1,1.199491679E0
1.368243812E2,3.554689041E0,-2.768223917E-1,1.033270833E0
1.368343362E2,3.250030979E0,8.824325502E-2,1.185092618E0
1.368442912E2,2.844128378E0,2.484593028E-1,1.559458262E0
1.368542462E2,2.314127980E0,2.558884826E-1,1.992167423E0
1.368642012E2,1.717563465E0,2.043794829E-1,2.324352422E0
1.368741562E2,1.249419592E0,6.037688702E-2,2.626468699E0
